GeneID,Chr,Start,End,Strand,Length,HI.3202.005.Index_10.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d2.bam,HI.3202.005.Index_11.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d3.bam,HI.3202.005.Index_1.BM_Ctrl.NAB2.PrA.CSL4.URA.d1.bam,HI.3202.005.Index_20.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d1.bam,HI.3202.005.Index_21.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d2.bam,HI.3202.005.Index_22.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d3.bam,HI.3202.005.Index_23.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d1.bam,HI.3202.005.Index_25.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d2.bam,HI.3202.005.Index_27.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d3.bam,HI.3202.005.Index_3.BM_Ctrl.NAB2.PrA.CSL4.URA.d2.bam,HI.3202.005.Index_8.BM_Ctrl.NAB2.PrA.CSL4.URA.d3.bam,HI.3202.005.Index_9.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d1.bam,HI.3758.002.Index_12.BM.MO_dpl.enp1.37C.30.3.1.bam,HI.3758.002.Index_13.BM.MO_dpl.enp1.37C.30.3.2.bam,HI.3758.002.Index_14.BM.MO_dpl.enp1.37C.90.4.1.bam,HI.3758.002.Index_15.BM.MO_dpl.enp1.37C.90.4.2.bam,HI.3758.002.Index_18.BM.MO_dpl.enp1.37C.180.5.1.bam,HI.3758.002.Index_19.BM.MO_dpl.enp1.37C.180.5.2.bam,HI.3758.002.Index_2.BM.MO_dpl.CSL4ph.37C.30.1.1.bam,HI.3758.002.Index_4.BM.MO_dpl.CSL4ph.37C.30.1.2.bam,HI.3758.002.Index_5.BM.MO_dpl.enp1.25C.2.1.bam,HI.3758.002.Index_6.BM.MO_dpl.enp1.25C.2.2.bam,HI.3758.004.Index_21.BM.MO_dpl.srm1.37C.30.7.1.bam,HI.3758.004.Index_22.BM.MO_dpl.srm1.37C.30.7.2.bam,HI.3758.004.Index_25.BM.MO_dpl.srm1.37C.90.8.1.bam,HI.3758.004.Index_27.BM.MO_dpl.srm1.37C.90.8.2.bam,HI.3758.004.Index_8.BM.MO_dpl.srm1.25C.6.1.bam,HI.3758.004.Index_9.BM.MO_dpl.srm1.25C.6.2.bam,HI.4535.001.Index_13.CA_Dis3.1.4.bam,HI.4535.001.Index_16.CA_Rrp6.delta.5.bam,HI.4535.001.Index_18.CA_Rrp6.delta.6.bam,HI.4535.001.Index_2.CA_WT.1.bam,HI.4535.001.Index_4.CA_WT.2.bam,HI.4535.001.Index_7.CA_Dis3.1.3.bam
YMR148W,XIII,560366,560812,+,447,329,381,375,404,401,378,335,470,477,471,439,305,797,774,776,633,565,606,863,792,698,674,338,299,251,270,646,591,369,524,506,532,411,457
YMR149W,XIII,560996,561856,+,861,3517,3580,2616,1928,1669,1862,1214,1713,1726,3154,3091,2655,4031,4050,4526,3834,3396,3359,3439,3201,5311,5284,3952,3538,2842,2719,5061,4888,1733,2912,2734,2802,2192,1989
YMR150C,XIII,561956,562528,-,573,475,512,499,701,627,607,509,671,699,499,592,360,1026,1042,1103,863,718,659,1373,1183,548,495,310,273,383,301,714,707,426,578,539,650,524,557
YMR151W,XIII,562506,562943,+,438,13,14,11,31,27,43,45,62,89,4,11,11,65,76,96,88,76,94,86,95,23,26,689,699,424,460,30,23,32,56,42,38,16,65
YMR152W,XIII,563096,564193,+,1098,1339,1428,1243,1125,1003,1029,677,894,938,1409,1578,1019,1511,1630,1442,1326,1029,1036,2689,2496,1577,1956,3041,2994,1940,1872,1590,1638,927,1005,1098,1566,1325,1086
YMR153W,XIII,564435,565862,+,1428,1448,1527,897,1146,999,1108,953,1219,1307,1036,1019,1039,1463,1405,2556,2235,1824,1890,1515,1429,1639,1700,2657,2547,2387,2375,2104,1995,1025,1699,1621,1339,1134,1208
YMR153C-A,XIII,565574,565909,-,336,48,62,29,137,127,153,131,200,196,30,40,41,154,155,249,240,195,191,209,186,56,76,88,78,58,64,70,62,97,70,92,27,39,84
YMR154C,XIII,565999,568182,-,2184,474,540,267,1103,1011,1012,1011,1308,1432,317,341,404,1007,1005,1537,1399,1001,967,1591,1419,516,566,747,745,542,501,604,643,679,840,891,509,461,791
YMR155W,XIII,568551,570194,+,1644,478,515,462,972,904,892,761,1006,1119,516,568,411,1458,1509,2216,2046,1248,1254,1473,1437,736,814,968,942,1046,1135,857,834,683,645,599,669,565,729
YMR156C,XIII,570300,571016,-,717,206,209,208,391,325,338,329,341,430,245,228,150,403,412,508,435,376,392,605,601,242,233,771,831,728,774,260,276,217,283,312,353,297,274
YMR157C,XIII,571277,572044,-,768,582,550,532,573,507,451,394,490,528,581,711,378,774,759,986,754,690,599,837,812,805,872,876,755,829,822,1122,1175,483,505,473,594,514,431
YMR158W,XIII,572248,572715,+,468,618,638,527,648,548,524,477,612,654,661,629,432,654,613,815,628,627,508,802,768,711,667,485,466,444,462,1065,1015,309,429,386,468,402,336
tM(CAU)M,XIII,572883,572955,-,73,1,2,3,7,7,5,9,6,13,3,1,1,13,30,15,17,30,28,12,16,6,3,6,2,8,5,2,1,3,7,9,1,1,3
YMR158C-A,XIII,573194,573331,-,138,25,31,14,108,69,107,86,111,113,8,18,15,73,76,154,132,105,83,157,143,57,48,37,74,77,76,24,27,58,52,59,27,28,70
YMR158W-B,XIII,574471,574791,+,321,2,0,0,14,20,16,15,30,17,7,0,1,10,12,13,7,8,7,6,11,1,8,9,8,14,11,8,3,2,8,10,2,2,5
YMR159C,XIII,574476,574928,-,453,92,115,81,452,377,412,402,471,570,95,117,70,289,336,489,469,257,254,495,472,123,112,229,239,307,326,133,128,232,172,180,163,143,232
YMR160W,XIII,575066,577516,+,2451,568,612,710,690,610,683,609,763,857,844,823,470,1387,1448,1287,1169,1052,980,1609,1418,1189,1178,2175,2151,1273,1221,1429,1392,702,752,714,1156,895,848
YMR161W,XIII,577718,578392,+,675,1227,1161,930,887,780,758,709,865,968,1192,1178,912,1732,1752,1650,1473,1232,1145,1533,1472,1463,1460,4998,4528,2163,2234,1642,1537,552,1079,985,835,745,671
YMR162C,XIII,578951,583921,-,4971,3246,3344,1864,4929,4430,4558,4457,5641,6398,2346,2381,2743,7249,7204,11966,10548,8301,7946,5923,5356,5003,5383,6562,6318,6016,5915,6419,6172,3597,4449,4257,2472,2018,3988
YMR163C,XIII,584271,586388,-,2118,376,420,278,450,379,359,441,580,624,349,374,348,469,469,721,594,587,560,1034,870,563,647,825,723,527,535,836,815,341,381,400,475,355,388
tV(AAC)M3,XIII,586636,586709,-,74,1,2,0,17,28,14,39,64,65,0,0,0,12,7,24,18,56,41,12,31,3,1,6,3,5,12,0,0,5,25,18,2,2,10
YMR164C,XIII,587274,589550,-,2277,694,758,546,1010,949,1074,1019,1310,1414,604,590,603,1662,1764,2070,1778,1317,1162,1415,1339,1303,1235,2371,2343,1388,1337,1388,1269,737,865,843,714,554,803
YMR165C,XIII,590040,592628,-,2589,2389,2258,1998,3637,3192,3295,2628,3165,3734,2509,2386,1740,6556,6657,7961,6739,5096,5089,6072,5550,3420,3566,5786,5266,4231,4197,3040,2821,2640,2499,2547,2787,2180,2891
YMR166C,XIII,593367,594473,-,1107,565,619,571,987,914,943,765,1018,1032,639,686,456,1496,1576,1951,1581,1114,1016,1412,1374,773,832,1079,938,1005,845,882,840,605,775,699,669,553,688
YMR167W,XIII,594886,597195,+,2310,873,996,595,1681,1412,1418,1338,1837,2058,749,713,690,1697,1846,2884,2413,1963,1891,2416,2009,956,1066,1291,1216,1715,1610,1271,1172,990,1608,1569,970,752,1175
YMR168C,XIII,597332,599158,-,1827,660,717,463,1200,1026,1197,1128,1360,1632,534,652,517,984,1020,1739,1658,1469,1475,1588,1528,776,900,983,1072,1005,942,951,949,960,878,830,814,700,1080
YMR169C,XIII,599352,600872,-,1521,273,206,1003,752,536,507,312,532,653,1161,938,202,7079,6918,1070,856,791,738,2179,2428,434,537,3686,3521,3487,3599,339,296,557,418,350,1111,769,740
YMR170C,XIII,601562,603082,-,1521,601,500,592,969,809,873,412,798,859,1007,842,499,3090,4540,1265,1213,947,923,1788,2119,474,698,2292,2144,2013,1973,713,632,693,710,621,1348,1110,606
YMR171C,XIII,603868,605520,-,1653,1868,1996,1533,2296,1887,2093,1818,2236,2387,1729,1805,1496,4638,4647,5806,5042,4917,4706,5325,4854,3535,3643,4057,3813,3751,3621,3205,3113,2355,2770,2613,1730,1407,2522
YMR172W,XIII,605981,608140,+,2160,939,926,594,1306,1107,1115,1143,1417,1511,762,716,716,2439,2506,3286,2707,2283,2341,1837,1594,1525,1507,2526,2323,1855,1836,1804,1780,1092,1802,1672,925,830,1176
YMR172C-A,XIII,607828,608211,-,384,5,5,2,19,17,25,22,37,30,2,0,0,12,8,23,12,14,10,39,18,3,9,16,10,15,27,10,2,12,3,9,1,0,9
YMR173W,XIII,608689,609981,+,1293,5961,6487,5263,2241,1945,2107,925,1189,1450,5771,6378,4905,10035,10814,10848,9435,5790,5480,8326,7836,8608,9276,3174,3131,4535,4457,10235,10156,3415,2563,2572,4696,3880,3636
YMR173W-A,XIII,608897,610081,+,1185,5496,5898,4811,2023,1762,1907,813,1020,1289,5294,5863,4507,9424,10077,9952,8518,5080,4791,7408,6943,7811,8268,3105,3051,4424,4281,9189,9157,2945,2278,2214,4047,3362,3078
YMR174C,XIII,610159,610365,-,207,79,74,149,194,147,177,159,146,185,148,187,41,1142,1118,258,204,114,114,567,531,80,40,152,140,150,132,106,118,129,90,76,235,207,158
YMR175W,XIII,611016,611255,+,240,12,20,32,90,50,59,53,75,83,39,47,6,580,546,154,128,59,62,173,139,22,20,441,434,632,516,36,24,34,19,20,20,18,40
YMR175W-A,XIII,611314,611508,+,195,12,25,6,48,42,44,41,49,70,8,13,10,85,91,102,70,57,52,61,55,9,21,144,118,135,107,20,17,50,33,38,24,16,39
YMR176W,XIII,611740,615975,+,4236,1477,1667,1075,4349,3890,3917,4047,5308,6006,1170,1296,1344,3758,3947,7372,6573,5849,5537,5392,4870,2127,2308,3856,3692,3717,3798,3028,2882,3588,3792,3956,2463,1978,4151
YMR177W,XIII,616566,618098,+,1533,936,1003,619,724,659,660,561,776,910,718,714,769,849,887,1679,1463,1294,1213,963,851,1318,1458,1422,1476,2363,2351,1434,1322,521,973,940,617,496,643
YMR178W,XIII,618479,619303,+,825,897,1099,887,784,650,681,626,845,898,910,1054,796,842,907,960,859,854,815,1174,1149,1216,1508,1070,1091,923,931,1190,1278,720,948,902,1194,942,791
YMR179W,XIII,619858,622134,+,2277,953,919,455,621,548,594,833,994,1130,521,569,677,961,1003,2075,1844,1353,1302,694,683,1795,1972,3977,4017,2725,2658,1999,1938,499,944,852,495,462,614
YMR180C,XIII,622251,623213,-,963,656,588,357,1394,1292,1339,1395,1820,1962,366,445,489,1605,1673,2230,1967,1601,1367,2226,2094,711,713,2645,2466,2288,2343,653,638,742,999,959,543,468,912
YMR181C,XIII,623616,624080,-,465,614,642,1174,1386,1165,1303,1196,1379,1695,1292,1376,485,3109,3112,2554,2106,2238,1930,2620,2279,1659,1687,3568,3385,3052,3036,2094,1865,1110,1165,1041,1548,1211,1304
YMR182C,XIII,624532,625167,-,636,331,347,66,1075,850,865,1102,1357,1634,92,83,248,880,734,992,811,642,603,901,872,651,590,827,732,848,789,788,766,308,672,631,98,79,421
YMR182W-A,XIII,625811,625897,+,87,101,97,16,492,459,454,421,545,596,17,18,94,339,369,507,416,264,283,589,554,39,39,59,56,113,116,31,35,430,307,312,25,24,454
snR83,XIII,626349,626654,+,306,24179,25132,20882,16478,13206,12312,10496,14524,18050,22541,30346,18832,41038,48098,35216,31327,28341,25872,37320,33333,36160,41606,63093,59702,54582,46697,35769,35096,20204,45039,43656,33528,25673,22405
YMR183C,XIII,626921,627808,-,888,3344,3278,2875,1807,1527,1556,1258,1556,1834,3257,3282,2440,3131,3042,3345,2725,2382,2163,2415,2206,4353,4391,6576,6008,7094,6864,5335,5178,1276,2266,2164,2026,1593,1370
YMR184W,XIII,628189,628785,+,597,414,459,442,554,475,444,455,643,716,527,570,336,737,755,1151,958,862,740,768,704,696,738,1227,1174,856,822,843,828,371,677,700,760,620,384
YMR185W,XIII,629025,631970,+,2946,962,1038,326,1607,1487,1495,1629,2342,2427,398,471,743,1106,1219,2594,2523,2622,2527,2240,1911,1151,1465,1852,1834,2211,2295,1187,1273,1488,2221,2198,1182,964,1773
YMR186W,XIII,632355,634472,+,2118,93492,99650,64767,59335,51716,53226,29609,37848,43258,77332,81484,74168,110579,116542,116373,98636,40694,40199,131039,125573,122126,132510,116032,115218,189477,191570,93242,95131,36666,94886,90398,60867,48683,41098
YMR187C,XIII,634689,635984,-,1296,239,216,127,463,420,412,415,567,597,212,182,197,378,420,642,629,552,603,844,796,330,390,1477,1592,1764,2002,378,364,388,557,524,411,336,429
YMR188C,XIII,636291,637004,-,714,650,717,736,792,800,768,500,724,737,771,941,480,1299,1459,1434,1269,1340,1120,1899,1782,1274,1289,1958,1915,2333,2351,1376,1459,515,766,742,823,677,625
YMR189W,XIII,637500,640604,+,3105,7120,7576,21672,10302,9046,9503,5047,6141,6737,26458,26480,5643,35854,36276,21576,18083,7655,7665,21558,19999,9767,10165,1682,1457,2031,1916,5565,5549,2911,11943,11518,4456,3725,3419
YMR190C,XIII,640915,645258,-,4344,2496,2618,1752,4916,4160,4557,4658,5711,6473,2254,2095,1956,6311,6217,10529,8931,6397,6514,5948,5189,4063,4315,7935,7715,6821,6600,5322,5172,3283,3771,3665,2904,2372,3894
YMR191W,XIII,645656,646777,+,1122,924,974,826,1517,1253,1310,1211,1535,1840,971,1006,766,1604,1771,2225,1926,1587,1638,2323,1990,1172,1180,818,659,1014,943,1223,1116,1087,1414,1414,1966,1691,1275
YMR192W,XIII,647118,649280,+,2163,1191,1292,842,2119,1989,1933,1865,2563,2815,980,929,1039,2100,2263,2815,2345,2339,2253,3223,2907,1329,1540,1996,2020,2062,2126,1316,1284,1208,1989,1994,1115,850,1280
YMR193W,XIII,650036,650812,+,777,578,641,688,642,571,615,434,577,634,772,900,414,770,810,919,828,729,632,1171,1127,890,890,1378,1456,1250,1238,1199,1165,410,568,510,839,626,512
YMR193C-A,XIII,651072,651458,-,387,1,5,2,11,18,16,14,35,41,4,5,3,10,11,17,14,19,22,35,27,7,11,17,26,37,37,14,14,26,27,26,2,4,29
YMR194W,XIII,651145,651160,+,16,1069,1120,1036,416,390,368,255,334,422,1271,1553,805,733,833,730,617,871,795,996,1094,1335,1331,639,616,966,978,1351,1281,313,768,676,754,647,368
YMR194W,XIII,651624,651910,+,287,6020,6115,5802,2552,2242,2208,1492,1886,2101,6732,7035,4470,4627,4688,4272,3307,4750,4380,5478,5372,7397,7408,3500,3360,5585,5503,7692,7287,1766,3998,3728,4202,3422,1835
snR11,XIII,652275,652532,+,258,906,987,390,3952,4220,3997,5552,8816,9931,385,670,806,1067,1503,1962,2704,4747,3916,8203,6388,1186,2488,1094,1293,1234,1240,848,909,5435,9347,9802,2287,1683,6311
YMR194C-B,XIII,652848,652887,-,40,8,3,20,22,21,20,22,27,18,29,41,8,46,51,37,39,39,27,75,63,20,30,56,52,77,72,28,39,34,37,30,27,26,31
YMR194C-B,XIII,652594,652775,-,182,16,14,77,77,68,70,69,63,73,84,118,22,221,180,123,115,95,76,215,169,50,70,155,167,202,211,114,115,102,108,89,85,67,83
YMR194C-A,XIII,652912,653136,-,225,20,17,33,41,38,32,35,41,42,39,27,12,102,104,79,76,67,41,108,88,62,51,182,167,222,186,52,63,42,63,32,46,22,40
YMR195W,XIII,654034,654417,+,384,375,366,937,492,489,478,334,463,505,1042,1158,280,2283,2355,1758,1468,1203,1164,2113,1859,1120,1032,3225,3048,1058,919,1978,1896,952,1558,1509,804,655,1159
YMR196W,XIII,655076,658342,+,3267,2410,2469,3839,10295,8599,8778,6036,7339,8578,4708,4763,2020,37636,37153,23816,20713,8105,8078,23123,21599,5073,5099,20281,19340,18075,17747,4337,4210,5966,2270,2069,4644,3877,6633
YMR197C,XIII,658545,659198,-,654,833,1011,1086,1320,1176,1235,987,1314,1456,1313,1262,694,2013,1992,2120,1911,1309,1341,2223,2028,1331,1270,1048,993,1589,1534,1201,1083,873,877,852,1468,1219,998
YMR198W,XIII,659745,661529,+,1785,583,674,376,814,753,761,825,946,1202,449,477,495,1149,1255,2624,2393,1644,1699,902,790,1048,1208,2431,2415,2236,2213,1449,1403,632,764,731,342,306,792
YMR199W,XIII,662644,664284,+,1641,1855,1985,1157,664,526,600,909,1079,1140,1376,1454,1387,1860,1949,3975,3608,3466,3221,917,889,2807,3215,1731,1592,1045,1036,2898,2929,1096,2010,2050,824,675,1171
YMR200W,XIII,664752,665522,+,771,1907,1997,1601,2308,2010,2023,1734,2288,2476,1804,1809,1530,2931,3090,3072,2500,2203,2182,4231,3866,2626,2762,2539,2244,2285,2233,2361,2332,1438,1967,1927,2274,1825,1487
YMR201C,XIII,667018,667044,-,27,27,43,30,62,67,75,53,89,96,36,28,26,148,125,187,160,83,84,95,102,35,53,68,78,137,137,63,47,56,72,53,37,26,45
YMR201C,XIII,665845,666933,-,1089,464,453,462,1046,845,948,783,1047,1098,498,471,328,1685,1572,2266,1787,1120,1127,1405,1333,701,730,1511,1370,1878,1786,782,799,646,828,738,593,480,725
RNA170,XIII,667288,667456,-,169,185,180,224,412,314,352,252,348,337,232,217,116,285,273,321,241,175,120,472,447,72,93,104,93,172,167,36,38,99,94,81,73,59,130
YMR202W,XIII,667537,668205,+,669,6771,6774,5084,3647,3003,3128,2230,2652,3170,6113,6313,5043,4080,4053,5809,4643,4477,4387,3647,3429,6543,6417,2164,1912,3412,3491,7870,7658,2346,4890,4447,4881,4069,2637
YMR203W,XIII,668492,669655,+,1164,7661,8109,6495,4431,3764,4045,2667,3261,3632,7883,8250,5983,7309,7468,7863,6454,4942,4723,6865,6250,10754,11036,7332,6766,7511,7467,11867,11638,3148,5903,5498,5321,4411,3539
YMR204C,XIII,670063,671325,-,1263,293,274,209,611,654,580,672,871,936,252,254,182,862,867,944,889,507,530,921,797,412,498,856,824,754,719,430,447,336,363,359,303,260,393
YMR205C,XIII,671887,674766,-,2880,53866,54931,51115,55781,48251,51308,30691,37574,42347,66256,60833,42404,68498,66977,78039,64630,52093,53867,71619,65449,54049,54929,29586,26838,15796,15449,92595,88858,35598,37454,35829,35297,28009,39570
YMR206W,XIII,675896,676837,+,942,25,22,216,377,373,374,191,244,284,256,262,14,495,449,80,72,55,42,1878,1710,82,56,307,320,865,880,55,40,370,55,55,207,155,440
YMR207C,XIII,677193,683564,-,6372,2938,3199,1795,7264,6447,6909,6905,8651,9848,2378,2231,2335,13687,13800,22435,19206,13192,13190,5788,5075,6117,6347,6169,6251,7439,7315,6339,6042,4934,6072,5849,2362,1934,5436
YMR208W,XIII,684467,685798,+,1332,2014,2121,1793,1340,1171,1197,933,1345,1355,2086,1987,1620,1432,1370,2103,1778,1226,1299,1712,1654,2108,2192,1150,1058,1231,1144,2977,2824,979,1737,1703,1706,1495,1117
YMR209C,XIII,685911,687284,-,1374,1436,1525,731,1188,1119,1130,949,1255,1449,873,871,1117,1191,1220,2049,1907,1806,1846,1435,1359,1651,1837,2957,2782,2459,2365,1441,1555,909,1277,1202,612,531,896
YMR210W,XIII,687516,688865,+,1350,681,761,904,877,760,733,643,793,914,1083,1153,552,1112,1066,1204,987,656,687,1286,1155,1076,1223,2216,2198,2824,2811,1232,1274,536,552,570,757,677,605
YMR211W,XIII,689083,690510,+,1428,610,647,333,1031,935,950,1058,1254,1451,415,437,484,690,701,1535,1264,1183,1170,1191,1057,803,887,1042,985,1052,1063,720,652,813,1125,1104,599,545,907
YMR212C,XIII,690695,693043,-,2349,2283,2458,1226,1978,1861,1787,1676,2321,2465,1334,1696,1830,1802,2048,3589,3219,4172,3979,3789,3331,2781,3357,892,950,1034,1086,2496,2564,2598,3165,3313,2584,1945,2803
YMR213W,XIII,693381,695153,+,1773,1068,990,892,1660,1324,1410,1380,1709,1931,1040,1044,787,2290,2267,3177,2570,1992,1988,2029,1910,1396,1284,2531,2391,3072,2985,1404,1333,987,1278,1354,1174,965,977
YMR214W,XIII,695350,696483,+,1134,1916,2045,1228,2812,2549,2586,2082,2766,2963,1603,1358,1383,2887,2736,4833,3963,2292,2341,3508,3204,1758,1860,3788,3477,5327,5095,2425,2175,1173,1701,1696,1873,1534,1414
YMR215W,XIII,696796,698370,+,1575,3090,3267,3685,1636,1438,1564,1422,1780,1872,4456,4488,2602,1803,1775,4514,3771,2910,2921,2172,1928,5508,5933,3743,3632,5114,5036,5827,5588,1918,2413,2328,4196,3270,2029
YMR216C,XIII,698811,701039,-,2229,4252,4406,2909,9329,8159,8424,6993,8680,10104,3546,3406,3295,12565,12170,18472,15418,10510,10478,11094,9512,5925,6029,7634,7098,10547,10166,6237,6037,6191,6924,6765,2960,2412,6678
YMR217W,XIII,701790,703367,+,1578,21370,22087,12679,10788,9584,9968,5921,7512,8421,15130,15032,16567,10835,10848,21751,17927,17766,17939,12605,11859,25285,26277,8399,7684,10794,10850,17917,17814,10103,23932,22811,13823,11104,11107
YMR218C,XIII,703579,706887,-,3309,1194,1304,926,1731,1602,1631,1661,2025,2296,1058,1223,1035,2615,2693,4168,3938,3279,3201,2841,2553,1986,2285,1482,1588,2009,2076,1984,1814,1293,1929,1900,1505,1228,1465
YMR219W,XIII,707133,712109,+,4977,3847,4328,3928,4699,4261,4493,4456,5344,6399,4997,4903,3070,10740,10638,10473,8974,7562,7159,7048,6544,7416,7570,9061,8655,8336,8186,7758,7176,2850,3976,3825,4295,3709,3129
YMR220W,XIII,712316,713671,+,1356,2912,3044,1691,2698,2390,2556,2104,2572,2929,2027,2012,2205,3627,3845,5645,4813,3360,3293,3230,3149,3229,3412,2489,2511,2642,2607,3361,3105,1706,2123,1947,1747,1452,1818
YMR221C,XIII,713931,715445,-,1515,1767,1727,1053,1193,1038,1080,985,1236,1276,1313,1297,1344,1515,1607,2072,1846,2170,2014,1866,1724,2006,2250,920,871,1280,1156,2226,2117,1279,1732,1666,1582,1248,1393
YMR222C,XIII,715638,716309,-,672,1064,1009,886,1243,967,1055,955,1110,1370,1148,1149,803,1708,1607,1500,1167,1010,899,1728,1513,1370,1365,940,801,900,880,1357,1369,662,869,833,982,848,759
YMR223W,XIII,716715,718130,+,1416,548,620,237,806,802,810,751,998,1152,317,377,454,682,729,1185,1252,1380,1321,1745,1376,816,966,640,721,665,755,727,698,971,1226,1190,728,606,1066
YMR224C,XIII,718575,720653,-,2079,858,895,586,1009,921,892,951,1096,1293,673,708,707,1203,1272,1780,1386,1047,1019,1592,1354,963,1027,3724,3396,2881,2897,1344,1312,633,944,932,893,706,784
YMR225C,XIII,721346,721403,-,58,112,126,93,111,115,101,112,122,156,123,177,88,169,185,280,180,133,143,184,178,191,150,144,182,150,147,245,249,85,132,107,123,103,88
YMR225C,XIII,720960,721198,-,239,364,445,403,420,403,435,335,403,497,392,469,290,668,683,954,785,584,578,703,623,642,651,790,824,683,701,911,926,306,446,365,443,366,279
YMR226C,XIII,721593,722396,-,804,6809,7030,4744,2496,2129,2259,1292,1636,1914,5659,5423,5090,7140,6818,5899,4529,3482,3312,5271,4715,7719,7275,2297,2008,1801,1607,6230,5949,1929,3384,3212,4469,3602,2014
YMR227C,XIII,722613,724385,-,1773,462,530,425,576,483,559,403,584,695,500,529,445,1340,1263,1540,1323,1006,974,720,664,930,943,1347,1270,1528,1434,932,834,358,601,631,386,315,403
YMR228W,XIII,724626,725651,+,1026,389,349,312,410,424,353,331,430,529,363,436,312,443,518,623,556,514,518,694,664,488,505,201,201,264,244,518,458,315,381,410,392,361,350
YMR229C,XIII,725934,731123,-,5190,25424,28396,11140,15737,15128,15218,12491,16250,18374,13907,14830,21405,12982,13743,27998,25220,30362,29956,19538,17926,26768,31407,8473,8525,13165,13666,22595,22856,17562,33282,32416,24035,18877,19414
YMR230W,XIII,732414,732465,+,52,3016,3127,2822,1326,1210,1104,752,1023,1219,2726,3664,2257,1618,1909,2448,1984,2896,2519,2364,2517,3777,3716,670,699,702,719,2968,3110,964,2171,1979,2611,2195,1059
YMR230W,XIII,732876,733141,+,266,8883,9627,8274,4417,3721,3687,2561,3483,3879,8297,10205,6441,5757,6161,7687,6285,9382,8080,7904,7914,11303,11558,2359,2379,2740,3033,9185,9513,2929,6970,6141,8159,6518,3138
YMR230W-A,XIII,733268,733456,+,189,2,8,2,60,57,41,54,104,133,7,7,5,140,193,168,174,148,118,258,162,16,21,161,200,267,220,24,25,67,119,137,9,10,55
YMR231W,XIII,733545,736634,+,3090,1392,1512,1245,3319,3189,3262,3247,4219,4791,1328,1520,1189,6247,6610,8218,7296,5289,5280,5598,4837,2123,2463,6976,7005,9266,9613,2862,2762,1894,2992,2912,2069,1575,2239
YMR232W,XIII,736926,738959,+,2034,299,317,129,1258,1360,1331,1348,1891,2026,111,171,249,2172,2411,3039,2985,1945,1887,3070,2577,486,574,2082,2259,2701,2868,254,254,728,1091,1108,192,179,809
YMR233W,XIII,739185,739865,+,681,457,486,212,669,630,648,530,694,798,287,274,358,1269,1249,1409,1284,766,675,997,886,426,513,839,846,1230,1218,396,409,371,586,529,302,252,382
YMR234W,XIII,740266,741312,+,1047,540,579,359,652,576,634,590,748,889,436,452,369,1000,1164,1408,1223,903,884,990,856,717,770,593,575,847,841,708,688,478,669,664,653,568,551
YMR235C,XIII,741512,742735,-,1224,5837,6423,3330,2961,2631,2626,1825,2365,2620,3960,4286,4883,3845,4096,5572,4898,5389,4996,5034,4599,6877,7381,1590,1673,2373,2403,5790,5888,2896,5278,4938,4217,3340,3131
YMR236W,XIII,742971,743444,+,474,1377,1259,1049,1854,1549,1679,1331,1670,1892,1323,1209,926,2381,2336,3164,2450,1868,1752,2077,1851,1384,1341,1811,1557,1909,1900,1329,1145,947,971,902,1198,946,1052
YMR237W,XIII,743749,745923,+,2175,3671,3951,3190,4251,3691,3844,3120,3914,4368,4057,3945,3020,5830,5690,9047,7699,5322,5211,5981,5469,4885,5482,6386,6040,5999,6200,6322,6261,3005,4115,4024,4433,3556,3353
YMR238W,XIII,746353,747729,+,1377,3334,3369,2174,5478,4957,4853,3946,5118,5700,2670,2595,2525,5374,5436,6504,5197,3616,3519,6307,5714,2412,2370,3743,3513,5075,5082,2939,2715,2175,3402,3256,3724,3058,2320
tR(UCU)M1,XIII,747892,747963,-,72,0,4,1,0,3,0,1,1,3,2,0,0,3,4,5,1,3,1,3,5,1,2,20,18,13,16,1,0,1,3,1,1,0,1
YMR239C,XIII,748262,749677,-,1416,809,858,308,666,613,614,610,879,933,322,404,704,718,721,1545,1358,1561,1531,1123,924,813,972,1296,1372,1635,1645,669,735,747,1524,1504,871,733,902
YMR240C,XIII,749930,751240,-,1311,552,596,535,709,708,693,613,872,995,592,615,440,1486,1432,2136,1689,1096,1061,990,854,865,891,2906,2670,3709,3672,1117,1000,424,788,672,468,388,501
YMR241W,XIII,751961,752905,+,945,2988,3235,2324,2596,2226,2359,2057,2665,3100,2916,2835,2407,4748,4561,5779,4564,3102,3105,3467,3265,4797,4782,2913,2620,2184,2159,5407,5168,1898,3435,3167,2405,1964,2151
YMR242C,XIII,754220,754220,-,1,1024,1012,674,337,305,262,193,218,310,697,1122,838,402,558,743,629,736,724,770,838,1627,1643,437,541,495,498,895,982,273,843,751,828,700,389
