gene	length	Ctrl	l_kb	rpm	rpkm
5959	YEL059C-A	225	145	0.225	5.0689907115115	22.5288476067178
6035	YEL006W	1008	650	1.008	22.723061810224	22.5427200498254
3555	YML102W	1407	909	1.407	31.7773279776825	22.5851655847068
2064	YGR128C	2142	1385	2.142	48.4176009340926	22.6039220047118
6245	YER144C	2418	1565	2.418	54.7101411276931	22.6261956690211
956	YOL148C	1815	1175	1.815	41.0763040415587	22.631572474688
4438	YBR153W	735	476	0.735	16.6402729564102	22.6398271515785
2674	YLR260W	2064	1337	2.064	46.7395902157992	22.6451502983523
6860	YIL027C	426	276	0.426	9.64856163018741	22.6492057046653
5687	YKL106W	1356	879	1.356	30.728571278749	22.6611882586645
5338	YJL024C	563	365	0.563	12.7598731703565	22.6640731267434
419	YDR111C	1524	991	1.524	34.6439296214338	22.7322372844054
2419	YLR068W	456	297	0.456	10.3826913194408	22.7690599110544
573	YDR244W	1839	1198	1.839	41.8803508440743	22.773437109339
3750	YMR042W	534	348	0.534	12.1655777076276	22.7819807258944
5910	YKR083C	402	262	0.402	9.15914183735182	22.7839349187856
645	YDR305C	567	370	0.567	12.9346659535121	22.8124619991395
5378	YJR010C-A	285	186	0.285	6.50229153338717	22.8150580118848
4881	YNL101W	2142	1398	2.142	48.8720621702971	22.8160887816513
1983	YGR062C	951	621	0.951	21.7092636679217	22.8278272007589
6734	YIL129C	7131	4661	7.131	162.941832457622	22.8497871908037
3372	YPR094W	324	212	0.324	7.41121400579613	22.8741173018399
3092	YPL151C	1356	888	1.356	31.0431982884291	22.8932140770126
3015	YPL219W	1479	969	1.479	33.8748413755493	22.9038819307297
652	YDR311W	1929	1264	1.929	44.1876155817279	22.9070065224095
7145	YCR094W	1176	771	1.176	26.9530471625888	22.919257791317
832	YDR458C	1992	1307	1.992	45.6908335168658	22.9371654201133
5403	YJR032W	1182	776	1.182	27.1278399457443	22.9507952163658
6987	YCL039W	2238	1470	2.238	51.3890782477373	22.9620546236538
783	YDR415C	1125	739	1.125	25.8343733503931	22.9638874225717
1280	YOR126C	717	471	0.717	16.4654801732546	22.964407494079
3386	YPR107C	627	412	0.627	14.4029253320189	22.9711727783395
6101	YER045C	1470	966	1.47	33.7699657056559	22.9727657861605
5462	YJR084W	1272	836	1.272	29.2253533436112	22.9759067166754
5626	YKL159C	636	418	0.636	14.6126766718056	22.9759067166754
1512	YOR324C	1809	1189	1.809	41.5657238343943	22.9771828824734
3510	YPR199C	885	582	0.885	20.3458799593082	22.9896948692748
6507	YHR090C	849	560	0.849	19.5767917134237	23.0586474834202
3534	YML121W	933	617	0.933	21.5694294413972	23.1183595299006
807	YDR436W	2133	1411	2.133	49.3265234065016	23.1254211938592
56	YDL197C	1578	1044	1.578	36.4967331228828	23.1284747293301
2129	YGR177C	1608	1064	1.608	37.1959042555051	23.1317812534236
3910	YMR170C	1521	1007	1.521	35.2032665275316	23.1448169148794
1752	YGL125W	1803	1194	1.803	41.7405166175499	23.1505915793399
3355	YPR079W	1146	759	1.146	26.5335444830154	23.1531801771513
1488	YOR304C-A	231	153	0.231	5.34865916456041	23.1543686777507
5792	YKL018W	990	656	0.99	22.9328131500107	23.1644577272835
6997	YCL029C	1323	877	1.323	30.6586541654868	23.173585914956
1969	YGR049W	564	374	0.564	13.0745001800366	23.1817379078663
5038	YNR026C	1416	939	1.416	32.8260846766159	23.1822631897005
3723	YMR021C	1254	832	1.254	29.0855191170867	23.1941938732749
6706	YIL152W	708	470	0.708	16.4305216166235	23.2069514359089
5278	YJL069C	1785	1185	1.785	41.4258896078699	23.2077812929243
4348	YBR081C	3999	2657	3.999	92.8848849688694	23.2270279992172
3412	YPR128C	987	656	0.987	22.9328131500107	23.2348664133847
893	YDR512C	564	375	0.564	13.1094587366677	23.2437211643044
3743	YMR037C	2115	1407	2.115	49.1866891799771	23.256117815592
620	YDR281C	315	210	0.315	7.3412968925339	23.3057044207425
1457	YOR278W	828	552	0.828	19.2971232603748	23.3057044207425
2495	YLR136C	858	572	0.858	19.9962943929971	23.3057044207425
3212	YPL047W	300	200	0.3	6.99171132622276	23.3057044207425
1382	YOR211C	2646	1765	2.646	61.7018524539159	23.3189162713212
1295	YOR140W	2301	1536	2.301	53.6963429853908	23.3360899545375
3574	YML088W	2007	1340	2.007	46.8444658856925	23.3405410491741
684	YDR334W	4545	3035	4.545	106.09921937543	23.3441626788626
6201	YER115C	576	385	0.576	13.4590443029788	23.3663963593382
4855	YNL125C	2022	1353	2.022	47.298927121897	23.3921499119174
1020	YOL094C	972	651	0.972	22.7580203668551	23.4136012004682
704	YDR352W	954	639	0.954	22.3385176872817	23.4156369887649
4097	YMR321C	318	213	0.318	7.44617256242724	23.4156369887649
5036	YNR024W	561	376	0.561	13.1444172932988	23.4303338561476
6211	YER123W	1575	1056	1.575	36.9162358024562	23.4388798745754
3365	YPR089W	2667	1790	2.667	62.5758163696937	23.4629982638522
521	YDR202C	1056	709	1.056	24.7856166514597	23.4712278896399
2647	YLR237W	1797	1207	1.797	42.1949778537544	23.4807890115495
6906	YIR008C	1230	827	1.23	28.9107263339311	23.5046555560416
3288	YPR020W	348	234	0.348	8.18030225168063	23.5066156657489
6016	YEL018W	840	565	0.84	19.7515844965793	23.5137910673563
7251	YFL001W	1329	895	1.329	31.2879081848469	23.5424440819013
3583	YML081W	3756	2531	3.756	88.4801068333491	23.557003949241
821	YDR448W	1305	880	1.305	30.7635298353802	23.5735860807511
5517	YJR132W	3147	2123	3.147	74.2170157278546	23.5834177718
834	YDR460W	966	652	0.966	22.7929789234862	23.5952162769008
4985	YNL021W	2121	1432	2.121	50.060653095755	23.6023824119543
1420	YOR244W	1338	904	1.338	31.6025351945269	23.619234076627
5719	YKL079W	1971	1332	1.971	46.5647974326436	23.6249606456842
7391	YAL026C-A	438	296	0.438	10.3477327628097	23.6249606456842
2309	YLL031C	3054	2065	3.054	72.18941944325	23.6376619002128
7450	YAR035W	2064	1396	2.064	48.8021450570349	23.6444501245324
5444	YJR066W	7413	5015	7.413	175.317161505036	23.6499610825625
4299	YBR042C	1194	808	1.194	28.24651375794	23.6570466984422
3587	YML077W	480	325	0.48	11.361530905112	23.6698560523166
5649	YKL140W	1647	1116	1.647	39.013749200323	23.6877651489514
7220	YFL021W	1533	1039	1.533	36.3219403397273	23.693372693886
6461	YHR058C	888	602	0.888	21.0450510919305	23.6993818602821
737	YDR376W	1482	1005	1.482	35.1333494142694	23.7067135049051
421	YDR113C	1122	761	1.122	26.6034615962776	23.7107500858089
1884	YGL017W	1512	1026	1.512	35.8674791035228	23.7218777139701
5884	YKR061W	1278	868	1.278	30.3440271558068	23.7433702314607
1573	YOR376W-A	156	106	0.156	3.70560700289806	23.7538910442184
3113	YPL134C	933	634	0.933	22.1637249041262	23.7553321587633
4360	YBR087W	1065	724	1.065	25.3099950009264	23.7652535219966
6889	YIL007C	663	451	0.663	15.7663090406323	23.7802549632463
4835	YNL139C	4794	3264	4.794	114.104728843955	23.8015704722477
1928	YGR023W	1656	1128	1.656	39.4332518798964	23.8123501690196
2581	YLR183C	1470	1002	1.47	35.028473744376	23.8288937036572
845	YDR469W	528	360	0.528	12.585080387201	23.835379521214
2288	YLL051C	2139	1460	2.139	51.0394926814262	23.8613804027238
1918	YGR013W	1863	1272	1.863	44.4672840347768	23.8686441410503
1459	YOR280C	801	547	0.801	19.1223304772193	23.873071756828
6470	YHR066W	1362	931	1.362	32.546416223567	23.8960471538671
5435	YJR057W	651	445	0.651	15.5565577008456	23.8964019982268
5411	YJR040W	2340	1601	2.34	55.9686491664132	23.9182261394928
5373	YJR006W	1464	1002	1.464	35.028473744376	23.926553104082
5391	YJR022W	330	226	0.33	7.90063379863172	23.9413145413082
2043	YGR113W	1032	707	1.032	24.7156995381975	23.9493212579433
5043	YNR031C	4740	3251	4.74	113.650267607751	23.9768497062766
1824	YGL066W	1974	1354	1.974	47.3338856785281	23.9786654906424
6511	YHR094C	1713	1176	1.713	41.1112625981898	23.9995695260886
7250	YFL002C	1821	1251	1.821	43.7331543455234	24.0160100744225
241	YDL035C	2886	1984	2.886	69.3577763561298	24.0324935398925
5117	YJL208C	990	682	0.99	23.8417356224196	24.0825612347673
4377	YBR103W	1608	1109	1.608	38.7690393039052	24.1100990695928
2848	YLR397C	2343	1617	2.343	56.527986072511	24.1263278158391
2217	YGR252W	1320	911	1.32	31.8472450909447	24.1267008264732
6413	YHR023W	5787	3994	5.787	139.624475184669	24.1272637263986
3838	YMR115W	1506	1040	1.506	36.3568988963584	24.141367129056
1819	YGL071W	2073	1432	2.073	50.060653095755	24.148891990234
175	YDL091C	1368	945	1.368	33.0358360164026	24.1490029359668
2312	YLL028W	1761	1217	1.761	42.5445634200655	24.1593205111105
7087	YCR037C	2772	1917	2.772	67.0155530618452	24.1758849429456
741	YDR379C-A	240	166	0.24	5.80312040076489	24.1796683365204
4452	YBR166C	1359	940	1.359	32.861043233247	24.1803114299095
674	YDR324C	2331	1614	2.331	56.4231104026177	24.2055385682616
3830	YMR107W	348	241	0.348	8.42501214809843	24.2098050232714
4491	YBR197C	654	453	0.654	15.8362261538946	24.2144130793495
3616	YML055W	537	372	0.537	13.0045830667743	24.2171006830062
7239	YFL009W	2340	1624	2.34	56.7726959689288	24.2618358841576
6712	YIL147C	3663	2543	3.663	88.8996095129224	24.2696176666455
628	YDR289C	1230	854	1.23	29.8546073629712	24.2720385064806
1121	tP(UGG)O1	36	25	0.036	0.873963915777845	24.2767754382735
2640	tI(UAU)L	36	25	0.036	0.873963915777845	24.2767754382735
6350	YHL019C	1818	1263	1.818	44.1526570250968	24.2863900028035
5712	YKL084W	351	244	0.351	8.52988781799177	24.3016746951333
2232	YGR266W	2106	1466	2.106	51.2492440212129	24.3348737042796
6755	YIL110W	1134	790	1.134	27.6172597385799	24.353844566649
5788	YKL021C	1407	981	1.407	34.2943440551227	24.3740895914162
3621	YML053C	639	446	0.639	15.5915162574768	24.399868947538
983	YOL122C	1728	1207	1.728	42.1949778537544	24.4183899616634
3255	YPL006W	3513	2454	3.513	85.7882979727533	24.4202385348003
773	YDR406W	4590	3207	4.59	112.112091115982	24.4252921821312
5354	YJL010C	2001	1400	2.001	48.9419792835593	24.4587602616488
4406	YBR125C	1182	828	1.182	28.9456848905622	24.4887351019985
5041	YNR029C	1290	904	1.29	31.6025351945269	24.4980892980829
2894	YLR433C	1662	1165	1.662	40.7267184752476	24.5046440885966
1907	YGR002C	1431	1005	1.431	35.1333494142694	24.5516068583294
3375	YPR097W	3222	2263	3.222	79.1112136562106	24.5534493036035
3182	YPL074W	2265	1591	2.265	55.6190636001021	24.55587796914
5363	YJL003W	357	251	0.357	8.77459771440957	24.5787050823797
968	YOL136C	1194	840	1.194	29.3651875701356	24.5939594389745
5330	YJL029C	2469	1737	2.469	60.7230128682447	24.5941728911481
4865	YNL115C	1935	1362	1.935	47.613554131577	24.6064879232956
5329	YJL030W	591	416	0.591	14.5427595585433	24.6070381701241
1379	YOR208W	2253	1587	2.253	55.4792293735776	24.6246024738471
997	YOL110W	714	504	0.714	17.6191125420814	24.676628210198
1508	YOR320C	1476	1042	1.476	36.4268160096206	24.6794146406644
146	YDL117W	2658	1877	2.658	65.6172107966006	24.6866857775021
6420	YHR029C	885	625	0.885	21.8490978944461	24.6882462084137
6709	YIL149C	5040	3560	5.04	124.452461606765	24.692948731501
4560	YBR254C	528	373	0.528	13.0395416234055	24.69610155948
3152	YPL099C	549	388	0.549	13.5639199728722	24.7065937575085
6908	YIR010W	1731	1224	1.731	42.7892733164833	24.7193953301463
4494	YBR200W	1656	1171	1.656	40.9364698150343	24.7200904680159
3484	YPR174C	666	471	0.666	16.4654801732546	24.722943203085
4819	YNL152W	1230	870	1.23	30.413944269069	24.7267839585927
6618	YHR181W	687	486	0.687	16.9898585227213	24.7305073110936
4086	YMR313C	1929	1366	1.929	47.7533883581015	24.7555149601355
1790	YGL094C	3348	2374	3.348	82.9916134422642	24.78841500665
2832	YLR382C	2685	1905	2.685	66.5960503822718	24.8029982801757
2437	YLR085C	1317	935	1.317	32.6862504500914	24.8187171223169
4386	YBR110W	1350	960	1.35	33.5602143658693	24.859418048792
2906	YLR443W	1347	959	1.347	33.5252558092381	24.8888313357373
5655	YKL135C	2181	1553	2.181	54.2906384481198	24.8925439927188
290	YDR005C	1182	842	1.182	29.4351046833978	24.9027958404381
1550	YOR354C	2079	1481	2.079	51.7736223706796	24.9031372634341
5878	YKR056W	1920	1369	1.92	47.8582640279948	24.9261791812473
3672	YML015C	1041	743	1.041	25.9742075769176	24.9512080469909
6849	YIL035C	1119	799	1.119	27.9318867482599	24.9614716248972
1342	YOR179C	567	405	0.567	14.1582154356011	24.9703975936527
862	YDR485C	2388	1706	2.388	59.6392976126802	24.9745802398158
5914	YKR087C	1038	742	1.038	25.9392490202865	24.989642601432
3916	YMR174C	207	148	0.207	5.17386638140484	24.9945235816659
5262	YJL083W	1815	1298	1.815	45.3762065071857	25.0006647422511
1281	YOR127W	3024	2163	3.024	75.6153579930992	25.0050787014217
2649	YLR239C	987	706	0.987	24.6807409815664	25.0058165973317
1432	YOR256C	2430	1741	2.43	60.8628470947692	25.0464391336499
4880	YNL102W	4407	3161	4.407	110.503997510951	25.0746533948152
1766	YGL114W	2178	1564	2.178	54.675182571062	25.1033896102213
3271	tG(GCC)P1	71	51	0.071	1.7828863881868	25.111075889955
3435	YPR144C	1659	1193	1.659	41.7055580609188	25.1389741174917
5019	YNR007C	933	672	0.933	23.4921500561085	25.1791533291624
1654	YGL211W	1080	778	1.08	27.1977570590065	25.183108387969
683	YDR333C	2172	1565	2.172	54.7101411276931	25.1888310900981
2805	YLR361C-A	297	214	0.297	7.48113111905836	25.1889936668632
3006	YPL227C	1005	725	1.005	25.3449535575575	25.2188592612513
474	YDR162C	711	513	0.711	17.9337395517614	25.2232623794112
6403	YHR017W	1158	836	1.158	29.2253533436112	25.2377835437057
6120	YER058W	324	234	0.324	8.18030225168063	25.2478464558044
6047	YER005W	1893	1368	1.893	47.8233054713637	25.2632358538635
3086	YPL156C	855	618	0.855	21.6043879980283	25.2682900561735
153	YDL112W	4311	3117	4.311	108.965821019182	25.2762284897197
2891	YLR430W	6696	4844	6.696	169.339248321115	25.2896129511821
3012	YPL222C-A	246	178	0.246	6.22262308033826	25.2952157737328
2737	YLR309C	2736	1980	2.736	69.2179421296053	25.2989554567271
4366	YBR091C	330	239	0.33	8.3550950348362	25.3184698025339
3133	YPL116W	2094	1517	2.094	53.0321304093997	25.3257547322826
4417	YBR133C	2484	1800	2.484	62.9254019360049	25.3322874138506
3943	YMR194C-B	40	29	0.04	1.0137981423023	25.3449535575575
6053	snR14	160	116	0.16	4.0551925692092	25.3449535575575
4596	YBR288C	1452	1053	1.452	36.8113601325628	25.3521763998367
3888	YMR153W	1428	1036	1.428	36.2170646698339	25.3620901049257
992	YOL115W	1755	1274	1.755	44.537201148039	25.3773225914752
1213	YOR067C	1734	1259	1.734	44.0128227985723	25.3822507488883
4056	YMR289W	1125	819	1.125	28.6310578808822	25.4498292274509
6971	YCL055W	1008	734	1.008	25.6595805672375	25.4559331024182
3837	YMR114C	1107	807	1.107	28.2115552013088	25.4846930454461
35	YDL217C	624	455	0.624	15.9061432671568	25.4906142101872
6287	YER174C	735	536	0.735	18.737786354277	25.4935868765674
319	YDR031W	366	267	0.366	9.33393462050739	25.5025536079437
6821	YIL059C	366	267	0.366	9.33393462050739	25.5025536079437
4427	YBR142W	2322	1694	2.322	59.2197949331068	25.5037876542234
2501	YLR142W	1431	1044	1.431	36.4967331228828	25.50435578119
3835	YMR112C	396	289	0.396	10.1030228663919	25.5126840060401
5733	YKL068W-A	237	173	0.237	6.04783029718269	25.5182712961295
7122	YCR072C	1548	1130	1.548	39.5031689931586	25.5188430188363
6530	YHR111W	1323	966	1.323	33.7699657056559	25.5252953179561
7205	YFL033C	5313	3885	5.313	135.813992511877	25.5625809357947
3217	YPL042C	1668	1220	1.668	42.6494390899589	25.5692080875053
6752	YIL112W	3252	2380	3.252	83.2013647820509	25.5846755172358
2155	YGR197C	1644	1204	1.644	42.090102183861	25.6022519366551
91	YDL164C	2268	1661	2.268	58.06616256428	25.6023644463316
3667	YML019W	999	732	0.999	25.5896634539753	25.615278732708
5714	YKL082C	1305	957	1.305	33.4553386959759	25.6362748628168
725	YDR367W	30	22	0.03	0.769088245884504	25.6362748628168
6290	YER176W	3366	2469	3.366	86.31267632222	25.6425063345871
5909	YKR082W	3474	2549	3.474	89.1093608527091	25.6503629397551
1554	YOR358W	729	535	0.729	18.7028277976459	25.6554565125458
1239	YOR087W	2028	1490	2.028	52.0882493803596	25.6845411145757
3543	YML113W	747	549	0.747	19.1922475904815	25.6924331867222
117	YDL141W	2073	1524	2.073	53.2768403058175	25.7003571180981
2211	YGR246C	1791	1317	1.791	46.0404190831769	25.7065433183567
4967	YNL035C	1170	861	1.17	30.099317259389	25.725912187512
4756	YNL213C	645	475	0.645	16.6053143997791	25.7446734880296
6382	YHR004C	1341	988	1.341	34.5390539515405	25.7561923575991
2263	YGR296W	19	14	0.019	0.489419792835593	25.7589364650312
791	YDR422C	2448	1804	2.448	63.0652361625293	25.7619428768502
1403	YOR231W	1527	1126	1.527	39.3633347666342	25.7782153023144
5633	YKL154W	735	542	0.735	18.9475376940637	25.7789628490662
3777	YMR061W	2034	1501	2.034	52.4727935033018	25.7978335807777
2855	YLR403W	2052	1515	2.052	52.9622132961374	25.8100454659539
1901	YGL003C	1701	1256	1.701	43.9079471286789	25.8130200638912
4793	YNL176C	1911	1412	1.911	49.3614819631327	25.8301841774635
1336	YOR174W	855	632	0.855	22.0938077908639	25.8407108665075
1487	YOR304W	3363	2486	3.363	86.906971784949	25.8420968733122
2365	YLR020C	1617	1196	1.617	41.8104337308121	25.8567926597478
6339	YHL028W	1818	1347	1.818	47.0891757821103	25.9016368438451
2349	YLR005W	1386	1027	1.386	35.9024376601539	25.9036346754357
5130	YJL197W	3765	2790	3.765	97.5343730008075	25.9055439577178
4220	YBL023C	2607	1932	2.607	67.5399314113119	25.907146686349
6535	YHR116W	456	338	0.456	11.8159921413165	25.9122634677993
1787	YGL096W	831	616	0.831	21.5344708847661	25.9139240490567
2165	YGR206W	306	227	0.306	7.93559235526284	25.9333083505321
3501	YPR190C	1965	1458	1.965	50.9695755681639	25.9387153018646
400	YDR097C	3729	2767	3.729	96.7303261982919	25.9400177522907
21	YDL230W	1008	748	1.008	26.1490003600731	25.9414686111837
1426	YOR250C	1338	993	1.338	34.713846734696	25.9445790244365
3581	YML082W	1950	1448	1.95	50.6199900018528	25.9589692317194
2987	YPL245W	1365	1014	1.365	35.4479764239494	25.9692134973988
1401	YOR229W	1404	1043	1.404	36.4617745662517	25.9699249047377
3005	YPL228W	1650	1226	1.65	42.8591904297455	25.9752669271185
3692	YMR001C	2118	1574	2.118	55.0247681373731	25.9795883557003
1733	YGL143C	1242	924	1.242	32.3017063271492	26.0078150782199
1883	YGL018C	555	413	0.555	14.43788388865	26.0142052047748
5745	YKL059C	1326	987	1.326	34.5040953949093	26.0211880806254
1635	YGL227W	2877	2142	2.877	74.8812283038458	26.027538513676
5688	YKL105C	3399	2532	3.399	88.5150653899802	26.041502027061
1817	YGL073W	2502	1865	2.502	65.1977081170273	26.0582366574849
5696	YKL098W	1074	801	1.074	28.0018038615222	26.072443074043
5609	YKL173W	3027	2259	3.027	78.9713794296861	26.0889922133089
4597	YBR289W	2718	2029	2.718	70.9309114045299	26.0967297294076
4496	YBR201W	636	475	0.636	16.6053143997791	26.108984905313
6788	YIL084C	984	735	0.984	25.6945391238687	26.1123365079966
4520	YBR220C	1683	1258	1.683	43.9778642419412	26.1306382899235
438	YDR128W	3447	2577	3.447	90.0882004383803	26.1352481689528
4252	YBR001C	2343	1753	2.343	61.2823497743425	26.1555056655324
957	YOL147C	711	532	0.711	18.5979521277525	26.1574572823524
2208	YGR243W	441	330	0.441	11.5363236882676	26.1594641457314
6215	YER127W	1074	804	1.074	28.1066795314155	26.1700926735712
649	YDR308C	423	317	0.423	11.0818624520631	26.198256387856
1125	YOL010W	1104	828	1.104	28.9456848905622	26.2189174733354
3786	YMR070W	1473	1105	1.473	38.6292050773808	26.2248506974751
5059	YNR045W	1470	1103	1.47	38.5592879641185	26.2308081388562
5814	YKL001C	609	457	0.609	15.976060380419	26.2332682765501
37	YDL215C	3279	2465	3.279	86.1728420956956	26.2802202182664
158	YDL108W	893	672	0.893	23.4921500561085	26.3069989430106
2861	YLR407W	687	517	0.687	18.0735737782858	26.3079676539823
1667	YGL201C	3054	2300	3.054	80.4046802515618	26.327662164886
605	YDR267C	993	748	0.993	26.1490003600731	26.3333336959447
4920	YNL068C	2589	1952	2.589	68.2391025439342	26.3573204109441
6768	YIL101C	1944	1468	1.944	51.3191611344751	26.3987454395448
4222	YBL021C	435	329	0.435	11.5013651316364	26.4399198428424
1942	snR46	197	149	0.197	5.20882493803596	26.4407357260709
3893	YMR157C	768	581	0.768	20.3109214026771	26.4465122430692
1723	YGL153W	1026	777	1.026	27.1627985023754	26.4744624779488
4486	YBR194W	372	282	0.372	9.8583129699741	26.5008413171347
46	YDL207W	1617	1227	1.617	42.8941489863766	26.526993807283
4216	YBL026W	54	41	0.054	1.43330082187567	26.5426078125123
6300	YER183C	636	483	0.636	16.884982852828	26.5487151774025
4748	YNL221C	2628	1996	2.628	69.7772790357032	26.5514760409829
4497	YBR201C-A	204	155	0.204	5.41857627782264	26.5616484206992
339	YDR043C	696	529	0.696	18.4930764578592	26.5705121520966
149	YDL115C	980	745	0.98	26.0441246901798	26.575637438959
2346	YLR002C	1992	1516	1.992	52.9971718527685	26.605005950185
7142	YCR091W	2163	1647	2.163	57.5767427714445	26.618928696923
4642	YNL313C	2715	2068	2.715	72.2942951131434	26.6277330066826
3151	YPL100W	1491	1137	1.491	39.7478788895764	26.6585371492799
3909	YMR169C	1521	1161	1.521	40.5868842487231	26.6843420438679
3278	YPR011C	981	749	0.981	26.1839589167042	26.6910896194743
5676	YKL116C	1557	1190	1.557	41.6006823910254	26.7184858002732
578	YDR248C	582	445	0.582	15.5565577008456	26.7294805856454
6500	YHR084W	2067	1581	2.067	55.2694780337909	26.738983083595
2580	YLR182W	2412	1846	2.412	64.5334955410361	26.7551805725689
2817	YLR369W	1974	1513	1.974	52.8922961828752	26.7944762831181
5345	YJL016W	1686	1293	1.686	45.2014137240302	26.8098539288435
6741	YIL122W	1056	810	1.056	28.3164308712022	26.8148019613657
1245	YOR094W	552	424	0.552	14.8224280115923	26.8522246586816
4131	YBL095W	813	625	0.813	21.8490978944461	26.8746591567603
7414	YAL008W	597	459	0.597	16.0459774936812	26.8776842440222
1399	YOR227W	3741	2877	3.741	100.575767427714	26.8847279945775
6366	YHL008C	1884	1449	1.884	50.6549485584839	26.8869153707452
7028	YCL005W	771	593	0.771	20.7304240822505	26.8877095749034
2663	YLR251W	594	457	0.594	15.976060380419	26.89572454616
7370	YAL041W	2565	1974	2.565	69.0081907898187	26.9037780856993
6008	YEL022W	4380	3373	4.38	117.915211516747	26.9212811682071
5829	YKR011C	1062	818	1.062	28.5960993242511	26.9266471979766
4977	YNL026W	1455	1121	1.455	39.1885419834786	26.9337058305695
6750	YIL114C	846	652	0.846	22.7929789234862	26.9420554651137
2083	YGR145W	2124	1637	2.124	57.2271572051333	26.9431060287822
5150	YJL180C	978	754	0.978	26.3587516998598	26.9516888546624
2405	YLR055C	1809	1395	1.809	48.7671865004038	26.958090934441
76	YDL179W	915	706	0.915	24.6807409815664	26.9734874115479
2641	YLR231C	1362	1051	1.362	36.7414430193006	26.976096196256
4412	YBR129C	987	762	0.987	26.6384201529087	26.9892808033523
758	YDR392W	1014	783	1.014	27.3725498421621	26.9946250908897
1234	YOR083W	888	686	0.888	23.9815698489441	27.0062723524145
2350	YLR006C	2139	1653	2.139	57.7864941112311	27.0156587710291
6652	YHR209W	876	677	0.876	23.6669428392641	27.0170580356896
4320	YBR057C	1101	851	1.101	29.7497316930779	27.0206464060653
3859	YMR129W	4014	3103	4.014	108.476401226346	27.0245145058162
1357	YOR191W	4860	3757	4.86	131.339297263095	27.0245467619536
2398	YLR049C	1287	995	1.287	34.7837638479582	27.0270115368751
5387	YJR019C	1050	812	1.05	28.3863479844644	27.0346171280613
5479	YJR099W	711	550	0.711	19.2272061471126	27.0424840325072
1429	YOR253W	531	411	0.531	14.3679667753878	27.0583178444214
1849	YGL044C	891	690	0.891	24.1214040754685	27.0722829129838
2492	YLR133W	1749	1355	1.749	47.3688442351592	27.083387212784
6151	YER078C	1536	1190	1.536	41.6006823910254	27.0837775983239
2568	YLR170C	471	365	0.471	12.7598731703565	27.0910258393982
856	YDR479C	1665	1291	1.665	45.1314966107679	27.1060039704312
2665	YLR253W	1710	1326	1.71	46.3550460928569	27.10821408939
3314	YPR042C	3228	2506	3.228	87.6061429175712	27.1394494788015
6533	YHR114W	1902	1477	1.902	51.6337881441551	27.1471020736883
7141	YCR090C	549	427	0.549	14.9273036814856	27.1899884908663
105	YDL153C	1833	1426	1.833	49.8509017559683	27.1963457479369
4304	YBR046C	1005	783	1.005	27.3725498421621	27.2363680021514
850	YDR472W	852	664	0.852	23.2124816030596	27.2446967172061
5371	YJR005W	2103	1639	2.103	57.2970743183955	27.2453991052761
5838	YKR020W	495	386	0.495	13.4940028596099	27.2606118375958
4500	YBR204C	1128	880	1.128	30.7635298353802	27.2726328327838
6497	YHR081W	555	433	0.555	15.1370550212723	27.2739730113014
3722	YMR020W	1527	1193	1.527	41.7055580609188	27.31208779366
6789	YIL083C	1098	858	1.098	29.9944415894957	27.3173420669359
4762	YNL207W	1278	999	1.278	34.9235980744827	27.3267590567157
4061	YMR292W	395	309	0.395	10.8021939990142	27.3473265797827
7316	YFR041C	888	695	0.888	24.2961968586241	27.3605820480001
6521	YHR102W	3243	2540	3.243	88.7947338430291	27.3804298005023
6525	YHR106W	1029	806	1.029	28.1765966446777	27.3825040278695
5413	YJR042W	2235	1751	2.235	61.2124326610803	27.3881130474632
2122	YGR172C	747	586	0.747	20.4857141858327	27.4239815071388
6893	YIL004C	418	328	0.418	11.4664065750053	27.4315946770462
2023	YGR100W	2853	2239	2.853	78.2722082970638	27.4350537318836
399	YDR096W	2685	2109	2.685	73.727595935019	27.4590673873441
7127	YCR076C	753	592	0.753	20.6954655256194	27.4840179623099
6057	YER011W	765	602	0.765	21.0450510919305	27.5098707084059
520	YDR201W	498	392	0.498	13.7037541993966	27.5175787136478
4477	YBR188C	423	333	0.423	11.6411993581609	27.5205658585364
2015	YGR092W	1719	1354	1.719	47.3338856785281	27.5357101096731
3562	YML098W	504	397	0.504	13.8785469825522	27.5367995685559
2440	YLR088W	1845	1456	1.845	50.8996584549017	27.5878907614643
1823	YGL067W	1155	915	1.155	31.9870793174691	27.6944409675057
7272	YFR013W	2364	1873	2.364	65.4773765700762	27.6977058249053
3252	YPL009C	3117	2472	3.117	86.4175519921133	27.7245915919517
7056	YCR018C	666	529	0.666	18.4930764578592	27.7673820688577
1876	YGL025C	1194	949	1.194	33.175670242927	27.7853184614129
3192	YPL064C	906	721	0.906	25.2051193310331	27.8202200121778
3430	YPR140W	1146	912	1.146	31.8822036475758	27.8204220310435
5756	YKL049C	690	550	0.69	19.2272061471126	27.8655161552356
5399	YJR029W	3967	3164	3.967	110.608873180844	27.8822468315715
4542	YBR236C	1311	1046	1.311	36.5666502361451	27.8921817209344
4744	YNL224C	2304	1839	2.304	64.2887856446183	27.9031187693656
2808	YLR363W-A	258	206	0.258	7.20146266600945	27.9126459922847
2982	YPL250W-A	288	230	0.288	8.04046802515618	27.9182917540145
5708	YKL088W	1716	1371	1.716	47.928181141257	27.930175490243
2393	YLR045C	2667	2131	2.667	74.4966841809035	27.9327649722173
